id,subject,predicate,object,confidence,count
R00097,工具,相关,其他本体建模工具,0.5,1
R00098,工具,相关,本体建模工具,0.5,1
R00099,本体,相关,其他本体建模工具,0.5,1
R00100,本体,相关,本体建模工具,0.5,1
R00101,工具,相关,知识抽取工具,0.5,1
R00102,知识抽取工具,相关,知识抽取,0.5,1
R00103,工具,相关,其他知识抽取工具,0.5,1
R00104,其他知识抽取工具,相关,其他知识,0.5,1
R00105,其他知识抽取工具,相关,知识抽取,0.5,1
R00106,知识抽取工具,相关,其他知识,0.5,1
R00107,知识抽取工具,相关,知识抽取工具对比,0.5,1
R00108,工具,相关,知识存储工具,0.5,1
R00109,知识存储工具,相关,知识存储,0.5,1
R00110,Neo,相关,Neo4j,0.5,1
R00111,部署,相关,Neo,0.5,1
R00112,数据,相关,其他图数据库,0.5,1
R00113,其他图数据库,相关,图数据库,0.5,1
R00114,模型,相关,属性图存储模型,0.5,1
R00115,属性,相关,属性图存储模型,0.5,1
R00116,工具,相关,其他工具,0.5,1
R00117,工具,相关,实体链接工具,0.5,1
R00118,实体,相关,实体链接工具,0.5,1
R00119,链接,相关,实体链接工具,0.5,1
R00120,系统,相关,知识问答系统,0.5,1
R00121,系统,相关,问答系统,0.5,1
R00122,知识问答系统,相关,知识问答,0.5,1
R00123,知识问答系统,相关,知识问答系统概述,0.5,1
R00124,问答系统,相关,知识问答,0.5,1
R00125,问答系统,相关,知识问答系统概述,0.5,1
R00126,流程,相关,知识问答系统,0.5,1
R00127,流程,相关,问答系统,0.5,1
R00128,知识问答系统,相关,知识问答系统的主,0.5,1
R00129,问答系统,相关,知识问答系统的主,0.5,1
R00130,系统,相关,主流知识问答系统,0.5,1
R00131,知识问答系统,相关,主流知识,0.5,1
R00132,知识问答系统,相关,知识问答系统介绍,0.5,1
R00133,主流知识问答系统,相关,主流知识,0.5,1
R00134,主流知识问答系统,相关,知识问答,0.5,1
R00135,主流知识问答系统,相关,知识问答系统介绍,0.5,1
R00136,问答系统,相关,主流知识,0.5,1
R00137,问答系统,相关,知识问答系统介绍,0.5,1
R00138,系统,相关,于知识图谱的问答系统,0.5,1
R00139,问答系统,相关,基于知识图谱,0.5,1
R00140,问答系统,相关,知识图谱的问答系,0.5,1
R00141,问答系统,相关,知识图谱,0.5,1
R00142,于知识图谱的问答系统,相关,基于知识图谱,0.5,1
R00143,于知识图谱的问答系统,相关,知识图谱的问答系,0.5,1
R00144,于知识图谱的问答系统,相关,知识图谱,0.5,1
R00145,基础,相关,NLU,0.5,1
R00146,对话,相关,管理,0.5,1
R00147,技术,相关,图谱技术,0.5,1
R00148,图谱,相关,知识图谱技术,0.5,1
R00149,图谱,相关,图谱技术,0.5,1
R00150,知识图谱技术,相关,知识图谱技术及应,0.5,1
R00151,图谱技术,相关,知识图谱,0.5,1
R00152,图谱技术,相关,知识图谱技术及应,0.5,1
R00153,尝试,相关,问题,0.5,1
R00154,尝试,相关,富的知识,0.5,1
R00155,投身于,相关,研究,0.5,1
R00156,研究,相关,落地,0.5,1
R00157,研究,相关,智能,0.5,1
R00158,研究,相关,图谱,0.5,1
R00159,研究,相关,知识图谱,0.5,1
R00160,研究,相关,士投身于知识图谱,0.5,1
R00161,研究,相关,基于知识图谱,0.5,1
R00162,研究,相关,知识图谱的研究和,0.5,1
R00163,研究,相关,知识图谱的智能搜,0.5,1
R00164,技术,相关,发展,0.5,1
R00165,技术,相关,知识图谱相关技术,0.5,1
R00166,发展,相关,图谱,0.5,1
R00167,发展,相关,知识图谱,0.5,1
R00168,图谱,相关,知识图谱相关技术,0.5,1
R00169,知识图谱相关技术,相关,知识图谱,0.5,1
R00170,技术,相关,研究,0.5,1
R00171,技术,相关,知识图谱的基础技术,0.5,1
R00172,研究,相关,理论,0.5,1
R00173,研究,相关,方面,0.5,1
R00174,研究,相关,基础,0.5,1
R00175,研究,相关,知识图谱的基础技,0.5,1
R00176,理论,相关,知识图谱的基础技术,0.5,1
R00177,方面,相关,知识图谱的基础技术,0.5,1
R00178,基础,相关,知识图谱的基础技术,0.5,1
R00179,图谱,相关,知识图谱的基础技术,0.5,1
R00180,知识图谱的基础技术,相关,知识图谱,0.5,1
R00181,知识图谱的基础技术,相关,知识图谱的基础技,0.5,1
R00182,问题,相关,长尾,0.5,1
R00183,语言,相关,长尾,0.5,1
R00184,歧义,相关,长尾,0.5,1
R00185,长尾,相关,时序,0.5,1
R00186,长尾,相关,长尾知识,0.5,1
R00187,长尾,相关,时序知识,0.5,1
R00188,长尾,相关,知识获取,0.5,1
R00189,模态,相关,融合,0.5,1
R00190,融合,相关,解决办法,0.5,1
R00191,融合,相关,多模态知识,0.5,1
R00192,融合,相关,知识的融合,0.5,1
R00193,公司,相关,很多公司,0.5,1
R00194,目光,相关,很多公司,0.5,1
R00195,领域,相关,很多公司,0.5,1
R00196,图谱,相关,很多公司,0.5,1
R00197,知识图谱,相关,很多公司,0.5,1
R00198,将目光转向特定领域的知识,相关,很多公司,0.5,1
R00199,知识图谱应用,相关,很多公司,0.5,1
R00200,很多公司,相关,图谱应用,0.5,1
R00201,诸如,相关,医疗,0.5,1
R00202,诸如,相关,法律,0.5,1
R00203,诸如,相关,公安,0.5,1
R00204,诸如,相关,电商,0.5,1
R00205,诸如,相关,行业,0.5,1
R00206,诸如,相关,图谱,0.5,1
R00207,诸如,相关,知识图谱,0.5,1
R00208,诸如,相关,电商等基于行业的知识图谱,0.5,1
R00209,技术,相关,由于技术,0.5,1
R00210,技术,相关,由于技术和工具,0.5,1
R00211,下半场,相关,由于技术,0.5,1
R00212,下半场,相关,由于技术和工具,0.5,1
R00213,工具,相关,由于技术,0.5,1
R00214,工具,相关,由于技术和工具,0.5,1
R00215,由于技术,相关,由于技术和工具,0.5,1
R00216,由于技术,相关,构建完整的知识,0.5,1
R00217,由于技术和工具,相关,构建完整的知识,0.5,1
R00218,技术,相关,具备一定基础的技术,0.5,1
R00219,基础,相关,具备一定基础的技术,0.5,1
R00220,巨头,相关,具备一定基础的技术,0.5,1
R00221,专利,相关,具备一定基础的技术,0.5,1
R00222,技术人员,相关,具备一定基础的技术,0.5,1
R00223,图谱,相关,具备一定基础的技术,0.5,1
R00224,具备一定基础的技术,相关,知识图谱,0.5,1
R00225,具备一定基础的技术,相关,础的技术人员也能够将知识,0.5,1
R00226,大量,相关,图谱技术,0.5,1
R00227,篇幅,相关,图谱技术,0.5,1
R00228,图谱技术,相关,述如何快速构建和应用知识,0.5,1
R00229,研究,相关,语言,0.5,1
R00230,研究,相关,领域,0.5,1
R00231,研究,相关,作者,0.5,1
R00232,研究,相关,深耕于自然语言处理与知识,0.5,1
R00233,研究,相关,知识图谱领域的一,0.5,1
R00234,研究,相关,自然语言处理,0.5,1
R00235,图谱,相关,OpenKG,0.5,1
R00236,工程师,相关,OpenKG,0.5,1
R00237,开源,相关,OpenKG,0.5,1
R00238,社区,相关,OpenKG,0.5,1
R00239,贡献,相关,OpenKG,0.5,1
R00240,价值,相关,OpenKG,0.5,1
R00241,OpenKG,相关,知识图谱,0.5,1
R00242,OpenKG,相关,为国内的知识图谱,0.5,1
R00243,OpenKG,相关,知识图谱开源社区,0.5,1
R00244,数据,相关,数据和工具,0.5,1
R00245,工具,相关,数据和工具,0.5,1
R00246,开源,相关,解析,0.5,1
R00247,角度,相关,解析,0.5,1
R00248,理论,相关,相关工具,0.5,1
R00249,基础,相关,相关工具,0.5,1
R00250,工具,相关,相关工具,0.5,1
R00251,图谱,相关,相关工具,0.5,1
R00252,步骤,相关,相关工具,0.5,1
R00253,相关工具,相关,知识图谱,0.5,1
R00254,相关工具,相关,对知识图谱,0.5,1
R00255,相关工具,相关,知识图谱的理论基,0.5,1
R00256,学者,相关,研究,0.5,1
R00257,研究,相关,相信无论是知识图谱,0.5,1
R00258,研究,相关,知识图谱从业人员,0.5,1
R00259,业务,相关,图谱的全流程构建方法,0.5,1
R00260,图谱,相关,图谱的全流程构建方法,0.5,1
R00261,流程,相关,图谱的全流程构建方法,0.5,1
R00262,方法,相关,图谱的全流程构建方法,0.5,1
R00263,实际,相关,图谱的全流程构建方法,0.5,1
R00264,项目,相关,图谱的全流程构建方法,0.5,1
R00265,图谱的全流程构建方法,相关,知识图谱,0.5,1
R00266,图谱的全流程构建方法,相关,解知识图谱,0.5,1
R00267,图谱的全流程构建方法,相关,知识图谱的全流程,0.5,1
R00268,王昊奋,相关,同济大学,0.5,1
R00269,王昊奋,相关,研究员,0.5,1
R00270,王昊奋,相关,创始人,0.5,1
R00271,王昊奋,相关,OpenKG,0.5,1
R00272,王昊奋,相关,CCF SIGKG,0.5,1
R00273,王昊奋,相关,CCF,0.5,1
R00274,王昊奋,相关,SIGKG,0.5,1
R00275,同济大学,相关,特聘,0.5,1
R00276,同济大学,相关,研究员,0.5,1
R00277,同济大学,相关,创始人,0.5,1
R00278,同济大学,相关,OpenKG,0.5,1
R00279,同济大学,相关,CCF SIGKG,0.5,1
R00280,同济大学,相关,CCF,0.5,1
R00281,同济大学,相关,SIGKG,0.5,1
R00282,特聘,相关,研究员,0.5,1
R00283,特聘,相关,创始人,0.5,1
R00284,特聘,相关,OpenKG,0.5,1
R00285,特聘,相关,CCF SIGKG,0.5,1
R00286,特聘,相关,CCF,0.5,1
R00287,特聘,相关,SIGKG,0.5,1
R00288,研究员,相关,OpenKG,0.5,1
R00289,研究员,相关,CCF SIGKG,0.5,1
R00290,研究员,相关,CCF,0.5,1
R00291,研究员,相关,SIGKG,0.5,1
R00292,创始人,相关,OpenKG,0.5,1
R00293,创始人,相关,CCF SIGKG,0.5,1
R00294,创始人,相关,CCF,0.5,1
R00295,创始人,相关,SIGKG,0.5,1
R00296,OpenKG,相关,CCF,0.5,1
R00297,OpenKG,相关,SIGKG,0.5,1
R00298,CCF SIGKG,相关,CCF,0.5,1
R00299,CCF SIGKG,相关,SIGKG,0.5,1
R00300,火热,相关,研究,0.5,1
R00301,研究,相关,方向,0.5,1
R00302,智能,相关,智能的核心基础技术,0.5,1
R00303,核心,相关,智能的核心基础技术,0.5,1
R00304,基础,相关,智能的核心基础技术,0.5,1
R00305,技术,相关,智能的核心基础技术,0.5,1
R00306,天花板,相关,突破,0.5,1
R00307,理论,相关,突破,0.5,1
R00308,概率,相关,计概率的深度学习模型,0.5,1
R00309,模型,相关,计概率的深度学习模型,0.5,1
R00310,无法,相关,计概率的深度学习模型,0.5,1
R00311,人类,相关,计概率的深度学习模型,0.5,1
R00312,计概率的深度学习模型,相关,于统计概率的深度学习模型,0.5,1
R00313,计概率的深度学习模型,相关,深度学习,0.5,1
R00314,智能,相关,智能化,0.5,1
R00315,程度,相关,智能化,0.5,1
R00316,系统工程,相关,建知识图谱是一个系统,0.5,1
R00317,图谱,相关,建知识图谱是一个系统,0.5,1
R00318,建知识图谱是一个系统,相关,知识图谱,0.5,1
R00319,建知识图谱是一个系统,相关,构建知识图谱,0.5,1
R00320,建知识图谱是一个系统,相关,涉及知识的表示,0.5,1
R00321,建知识图谱是一个系统,相关,知识图谱是一个系,0.5,1
R00322,建知识图谱是一个系统,相关,知识的表示,0.5,1
R00323,技术,相关,然语言处理等各项技术,0.5,1
R00324,全面,相关,然语言处理等各项技术,0.5,1
R00325,图谱,相关,然语言处理等各项技术,0.5,1
R00326,然语言处理等各项技术,相关,知识图谱,0.5,1
R00327,然语言处理等各项技术,相关,如何全面掌握知识图谱,0.5,1
R00328,然语言处理等各项技术,相关,知识图谱的构建,0.5,1
R00329,然语言处理等各项技术,相关,自然语言处理,0.5,1
R00330,形式,相关,教训,0.5,1
R00331,教训,相关,文字,0.5,1
R00332,教训,相关,总结,0.5,1
R00333,技术,相关,图谱的整体技术,0.5,1
R00334,图谱,相关,图谱的整体技术,0.5,1
R00335,整体,相关,图谱的整体技术,0.5,1
R00336,体系,相关,图谱的整体技术,0.5,1
R00337,建模,相关,图谱的整体技术,0.5,1
R00338,图谱的整体技术,相关,详细阐述了知识的表示,0.5,1
R00339,图谱的整体技术,相关,知识的表示,0.5,1
R00340,图谱的整体技术,相关,知识的表示与建模,0.5,1
R00341,章以,相关,实例,0.5,1
R00342,章以,相关,具体的实例介绍了各种知识,0.5,1
R00343,图谱,相关,对知识图谱的问答系统,0.5,1
R00344,角度,相关,对知识图谱的问答系统,0.5,1
R00345,系统,相关,对知识图谱的问答系统,0.5,1
R00346,对知识图谱的问答系统,相关,章也是从实战的角度对知识,0.5,1
R00347,对知识图谱的问答系统,相关,知识图谱,0.5,1
R00348,对知识图谱的问答系统,相关,知识图谱的问答系,0.5,1
R00349,种种原因,相关,波折,0.5,1
R00350,成稿,相关,波折,0.5,1
R00351,过程,相关,波折,0.5,1
R00352,福川,相关,李艺,0.5,1
R00353,福川,相关,大力支持,0.5,1
R00354,大家,相关,Schema,0.5,1
R00355,模式,相关,Schema,0.5,1
R00356,Schema,相关,知识图谱,0.5,1
R00357,Schema,相关,节中为大家介绍知识图谱,0.5,1
R00358,Schema,相关,知识图谱的模式,0.5,1
R00359,典型,相关,图谱的典型应用和技术,0.5,1
R00360,技术,相关,图谱的典型应用和技术,0.5,1
R00361,图谱的典型应用和技术,相关,知识图谱,0.5,1
R00362,图谱的典型应用和技术,相关,最后介绍知识图谱,0.5,1
R00363,图谱的典型应用和技术,相关,知识图谱的典型应,0.5,1
R00364,半决赛,相关,阿楠,0.5,1
R00365,半决赛,相关,NBA,0.5,1
R00366,篮球,相关,阿楠,0.5,1
R00367,篮球,相关,NBA,0.5,1
R00368,阿楠,相关,NBA,0.5,1
R00369,火箭队,相关,中国,0.5,1
R00370,火箭队,相关,姚明,0.5,1
R00371,火箭队,相关,尝试,0.5,1
R00372,中国,相关,姚明,0.5,1
R00373,中国,相关,尝试,0.5,1
R00374,姚明,相关,尝试,0.5,1
R00375,姚明,相关,搜索引擎,0.5,1
R00376,姚明,相关,关键字,0.5,1
R00377,姚明,相关,Google,0.5,1
R00378,搜索引擎,相关,Google,0.5,1
R00379,关键字,相关,Google,0.5,1
R00380,姚明,相关,网页,0.5,1
R00381,姚明,相关,链接,0.5,1
R00382,尝试,相关,网页,0.5,1
R00383,尝试,相关,链接,0.5,1
R00384,姚明,相关,尺寸,0.5,1
R00385,姚明,相关,标准,0.5,1
R00386,步骤,相关,Google,0.5,1
R00387,阿楠,相关,答案,0.5,1
R00388,姚明,相关,答案,0.5,1
R00389,答案,相关,Google,0.5,1
R00390,尝试,相关,页面,0.5,1
R00391,尝试,相关,信息,0.5,1
R00392,尝试,相关,信息的方,0.5,1
R00393,姚明,相关,基本,0.5,1
R00394,姚明,相关,信息,0.5,1
R00395,姚明,相关,代表性,0.5,1
R00396,姚明,相关,图片,0.5,1
R00397,姚明,相关,结果,0.5,1
R00398,姚明,相关,优先,0.5,1
R00399,姚明,相关,百科,0.5,1
R00400,姚明,相关,信息链接,0.5,1
R00401,链接,相关,优先,0.5,1
R00402,信息,相关,优先,0.5,1
R00403,结果,相关,优先,0.5,1
R00404,优先,相关,百科,0.5,1
R00405,优先,相关,信息链接,0.5,1
R00406,姚明,相关,维基百科,0.5,1
R00407,姚明,相关,百度,0.5,1
R00408,姚明,相关,视频,0.5,1
R00409,姚明,相关,新闻,0.5,1
R00410,阿楠,相关,搜索引擎,0.5,1
R00411,阿楠,相关,方法,0.5,1
R00412,阿楠,相关,Google,0.5,1
R00413,阿楠,相关,以用一种更简单的方法,0.5,1
R00414,搜索引擎,相关,以用一种更简单的方法,0.5,1
R00415,方法,相关,Google,0.5,1
R00416,方法,相关,以用一种更简单的方法,0.5,1
R00417,目标,相关,Google,0.5,1
R00418,图谱,相关,Google,0.5,1
R00419,图谱,相关,Knowledge Graph,0.5,1
R00420,图谱,相关,Knowledge,0.5,1
R00421,图谱,相关,Graph,0.5,1
R00422,Google,相关,Knowledge,0.5,1
R00423,Google,相关,Graph,0.5,1
R00424,Google,相关,知识图谱,0.5,1
R00425,Google,相关,发布的知识图谱,0.5,1
R00426,Knowledge Graph,相关,知识图谱,0.5,1
R00427,Knowledge Graph,相关,发布的知识图谱,0.5,1
R00428,Knowledge,相关,知识图谱,0.5,1
R00429,Knowledge,相关,发布的知识图谱,0.5,1
R00430,Graph,相关,知识图谱,0.5,1
R00431,Graph,相关,发布的知识图谱,0.5,1
R00432,Google,相关,知识图谱在发布后,0.5,1
R00433,实体,相关,Entity,0.5,1
R00434,实体,相关,Fact,0.5,1
R00435,事实,相关,Entity,0.5,1
R00436,事实,相关,Fact,0.5,1
R00437,问题,相关,Google,0.5,1
R00438,总量,相关,Google,0.5,1
R00439,用户,相关,Google,0.5,1
R00440,利用,相关,Google,0.5,1
R00441,时期,相关,Google,0.5,1
R00442,作品,相关,蒙娜丽莎,0.5,1
R00443,蒙娜丽莎,相关,出生地,0.5,1
R00444,意大利,相关,联系,0.5,1
R00445,实体,相关,关联,0.5,1
R00446,信息,相关,关联,0.5,1
R00447,关联,相关,信息的查询,0.5,1
R00448,结果,相关,Google,0.5,1
R00449,可视化,相关,Google,0.5,1
R00450,Google,相关,知识图谱中,0.5,1
R00451,结构,相关,图结构的知识库,0.5,1
R00452,知识库,相关,图结构的知识库,0.5,1
R00453,结点,相关,图结构的知识库,0.5,1
R00454,图结构的知识库,相关,图结构的知识,0.5,1
R00455,图结构的知识库,相关,也可以看到知识,0.5,1
R00456,Semantic Network,相关,Semantic,0.5,1
R00457,Semantic Network,相关,Network,0.5,1
R00458,网络,相关,Concept,0.5,1
R00459,概念,相关,Concept,0.5,1
R00460,语义,相关,Concept,0.5,1
R00461,Concept,相关,语义网络是一种表示网络,0.5,1
R00462,Concept,相关,语义网络,0.5,1
R00463,Concept,相关,语义网络是一种表,0.5,1
R00464,知识库,相关,义关系的知识库,0.5,1
R00465,概念,相关,义关系的知识库,0.5,1
R00466,语义,相关,义关系的知识库,0.5,1
R00467,关系,相关,义关系的知识库,0.5,1
R00468,有向,相关,义关系的知识库,0.5,1
R00469,义关系的知识库,相关,之间语义关系的知识,0.5,1
R00470,义关系的知识库,相关,语义关系的知识库,0.5,1
R00471,蒙娜丽莎,相关,关系,0.5,1
R00472,Google,相关,通过一个强大的知识图谱,0.5,1
R00473,巨人,相关,Google,0.5,1
R00474,肩膀,相关,Google,0.5,1
R00475,知识库,相关,Freebase,0.5,1
R00476,世界,相关,Freebase,0.5,1
R00477,Freebase,相关,知识图谱,0.5,1
R00478,Freebase,相关,就是当时世界上最大的知识,0.5,1
R00479,Freebase,相关,知识图谱之一,0.5,1
R00480,知识库,相关,型的众包知识库,0.5,1
R00481,众包,相关,Freebase,0.5,1
R00482,众包,相关,型的众包知识库,0.5,1
R00483,数据,相关,Freebase,0.5,1
R00484,数据,相关,型的众包知识库,0.5,1
R00485,维基百科,相关,Freebase,0.5,1
R00486,维基百科,相关,型的众包知识库,0.5,1
R00487,Freebase,相关,型的众包知识库,0.5,1
R00488,Freebase,相关,是一个大型的众包知识,0.5,1
R00489,Freebase,相关,数据源自维基百科,0.5,1
R00490,型的众包知识库,相关,是一个大型的众包知识,0.5,1
R00491,型的众包知识库,相关,数据源自维基百科,0.5,1
R00492,用户,相关,免费,0.5,1
R00493,用户,相关,NNDB,0.5,1
R00494,用户,相关,MusicBrainz,0.5,1
R00495,数据,相关,免费,0.5,1
R00496,数据,相关,NNDB,0.5,1
R00497,数据,相关,MusicBrainz,0.5,1
R00498,开源,相关,免费,0.5,1
R00499,开源,相关,NNDB,0.5,1
R00500,开源,相关,MusicBrainz,0.5,1
R00501,免费,相关,贡献,0.5,1
R00502,贡献,相关,NNDB,0.5,1
R00503,贡献,相关,MusicBrainz,0.5,1
R00504,麾下,相关,Google,0.5,1
R00505,基石,相关,Google,0.5,1
R00506,Google,相关,成为其知识图谱,0.5,1
R00507,Google,相关,知识图谱的重要基,0.5,1
R00508,用户,相关,Freebase,0.5,1
R00509,官方网站,相关,Freebase,0.5,1
R00510,数据,相关,Google,0.5,1
R00511,数据,相关,Google API,0.5,1
R00512,数据,相关,API,0.5,1
R00513,历史,相关,Google,0.5,1
R00514,历史,相关,Google API,0.5,1
R00515,历史,相关,API,0.5,1
R00516,数据文件,相关,Google,0.5,1
R00517,数据文件,相关,Google API,0.5,1
R00518,数据文件,相关,API,0.5,1
R00519,Google,相关,API,0.5,1
R00520,Google API,相关,API,0.5,1
R00521,官网,相关,Freebase,0.5,1
R00522,事实,相关,教育,0.5,1
R00523,信息,相关,教育,0.5,1
R00524,教育,相关,技能,0.5,1
R00525,途径,相关,总结与凝炼的系统,0.5,1
R00526,总结,相关,总结与凝炼的系统,0.5,1
R00527,系统,相关,总结与凝炼的系统,0.5,1
R00528,体系,相关,Rowley,0.5,1
R00529,体系,相关,DIKW,0.5,1
R00530,数据,相关,智慧,0.5,1
R00531,信息,相关,智慧,0.5,1
R00532,智慧,相关,过程,0.5,1
R00533,智慧,相关,知识到智慧,0.5,1
R00534,明臂展,相关,事实,0.5,1
R00535,明臂展,相关,信息,0.5,1
R00536,姚明,相关,事实,0.5,1
R00537,事实,相关,陈述,0.5,1
R00538,陈述,相关,信息,0.5,1
R00539,姚明,相关,层面,0.5,1
R00540,姚明,相关,信息层面的抽象和,0.5,1
R00541,姚明,相关,属性,0.5,1
R00542,姚明,相关,普通人,0.5,1
R00543,层面,相关,智慧,0.5,1
R00544,智慧,相关,感兴趣,0.5,1
R00545,智慧,相关,读者,0.5,1
R00546,智慧,相关,Zeleny,0.5,1
R00547,智慧,相关,Know,0.5,1
R00548,智慧,相关,Why,0.5,1
R00549,感兴趣,相关,Zeleny,0.5,1
R00550,感兴趣,相关,Know,0.5,1
R00551,感兴趣,相关,Why,0.5,1
R00552,读者,相关,Zeleny,0.5,1
R00553,读者,相关,Know,0.5,1
R00554,读者,相关,Why,0.5,1
R00555,英文,相关,Graph,0.5,1
R00556,图论,相关,研究,0.5,1
R00557,图论,相关,Object,0.5,1
R00558,数学,相关,研究,0.5,1
R00559,数学,相关,Object,0.5,1
R00560,研究,相关,分支,0.5,1
R00561,研究,相关,事物,0.5,1
R00562,分支,相关,Object,0.5,1
R00563,事物,相关,Object,0.5,1
R00564,结点,相关,Vertice,0.5,1
R00565,结点,相关,Node,0.5,1
R00566,结点,相关,Edge,0.5,1
R00567,姚明,相关,计算机所,0.5,1
R00568,姚明,相关,语言,0.5,1
R00569,姚明,相关,计算机所能理解的语言表示,0.5,1
R00570,姚明,相关,国籍,0.5,1
R00571,姚明,相关,中国,0.5,1
R00572,国籍,相关,中国,0.5,1
R00573,姚明,相关,结点,0.5,1
R00574,结点,相关,中国,0.5,1
R00575,框架,相关,Resource Description Framework,0.5,1
R00576,框架,相关,RDF,0.5,1
R00577,框架,相关,Resource,0.5,1
R00578,框架,相关,Description,0.5,1
R00579,框架,相关,Framework,0.5,1
R00580,框架,相关,Resource Description,0.5,1
R00581,Resource Description Framework,相关,Resource,0.5,1
R00582,Resource Description Framework,相关,Description,0.5,1
R00583,Resource Description Framework,相关,Framework,0.5,1
R00584,Resource Description Framework,相关,它把知识表示,0.5,1
R00585,Resource Description Framework,相关,知识表示为,0.5,1
R00586,Resource Description Framework,相关,Resource Description,0.5,1
R00587,Resource Description Framework,相关,知识表示,0.5,1
R00588,RDF,相关,Resource,0.5,1
R00589,RDF,相关,Description,0.5,1
R00590,RDF,相关,Framework,0.5,1
